name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"2210 FM 973, Austin, TX 78725",2020-01-11,58.8,36.8,50.8,58.8,36.8,49.1,39.3,66,0.172,100,12.5,rain,0,0,29.2,18.1,321.9,1018.7,42.5,9.9,144.2,12.3,6,,2020-01-11T07:28:06,2020-01-11T17:48:52,0.53,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-12,62.7,29.1,45,62.7,29.1,44.7,37.4,77.3,0,0,0,,0,0,20.6,12,179.1,1022.1,48.1,9.5,121.8,10.4,4,,2020-01-12T07:28:03,2020-01-12T17:49:42,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-13,60.9,48.3,56,60.9,48.3,56,54.2,93.7,0.074,100,25,rain,0,0,11.2,4.4,89.5,1020.9,97.9,3.2,31.4,2.7,1,,2020-01-13T07:27:59,2020-01-13T17:50:32,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-14,75.6,60.1,65.3,75.6,60.1,65.3,62.9,92.3,0.001,100,4.17,rain,0,0,16.3,9.6,163.6,1018.1,84.8,3.5,51.1,4.5,2,,2020-01-14T07:27:53,2020-01-14T17:51:23,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-15,81.9,67.2,73.2,83.6,67.2,73.4,66.9,82,0.011,100,8.33,rain,0,0,24.2,15,175.3,1017.2,78.9,7.2,86.9,7.7,3,,2020-01-15T07:27:45,2020-01-15T17:52:14,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-16,70,56.9,62.3,70,56.9,62.3,60,92.3,0.357,100,29.17,rain,0,0,20.8,15.6,12.7,1023.3,88.3,5.6,28.8,2.6,1,,2020-01-16T07:27:36,2020-01-16T17:53:06,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-17,60.7,51.8,56.6,60.7,51.8,56.6,54.4,92.2,0.111,100,37.5,rain,0,0,26.6,7.6,334.2,1021.8,90.5,6.2,38.5,3.2,2,,2020-01-17T07:27:25,2020-01-17T17:53:58,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-18,69,49.9,62.2,69,44,61.9,51.9,71.8,0.01,100,4.17,rain,0,0,29.5,19.8,2.9,1022.4,65,7.7,102.4,8.8,6,,2020-01-18T07:27:13,2020-01-18T17:54:50,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-19,57.7,38.4,47.7,57.7,32.6,43.4,25,41.9,0,0,0,,0,0,29.8,20.9,16,1032.1,16.1,9.9,164.3,14.1,6,,2020-01-19T07:26:58,2020-01-19T17:55:42,0.82,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-20,61,31.1,44.8,61,31.1,44.2,28.1,56.7,0,0,0,,0,0,13.2,8.1,18.6,1034.3,32.1,9.9,163.3,14.1,6,,2020-01-20T07:26:42,2020-01-20T17:56:35,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2"
"2210 FM 973, Austin, TX 78725",2020-01-21,61.9,39.1,50.9,61.9,39.1,50.9,34.6,56.9,0,0,0,,0,0,27.6,17.3,146.8,1029.4,68.6,9.9,123,10.7,6,,2020-01-21T07:26:25,2020-01-21T17:57:27,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-22,58.8,47.8,53.7,58.8,42.9,52.8,51.2,91.5,0.904,100,83.33,rain,0,0,24.6,11,148,1016.8,92.8,5.2,13.8,1.2,1,,2020-01-22T07:26:06,2020-01-22T17:58:20,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-23,65.8,42.8,54.4,65.8,42.8,54.2,48,80.6,0.005,100,4.17,rain,0,0,26.2,17.4,354.3,1015.4,36.9,7.6,153.3,13.3,6,,2020-01-23T07:25:45,2020-01-23T17:59:13,0.96,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-24,66.7,37.7,50.6,66.7,35.4,50,36.3,64.6,0,0,0,,0,0,14.1,9.6,321.2,1020.8,8.9,9.6,167.7,14.3,6,,2020-01-24T07:25:22,2020-01-24T18:00:06,0,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-25,66,36.1,52.7,66,36.1,52.7,45.5,77.9,0.029,100,16.67,rain,0,0,27.2,18.5,174.9,1018.6,49,9.3,84.9,7.3,4,,2020-01-25T07:24:58,2020-01-25T18:00:59,0.03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-26,77,48.5,62.7,77,46.6,62.6,51.6,72,0.011,100,4.17,rain,0,0,18.3,9,4.4,1015.1,30.4,7,171,14.8,6,,2020-01-26T07:24:33,2020-01-26T18:01:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-27,69,41.7,54.1,69,40,54,49.1,84.5,0,0,0,,0,0,21,12.3,143.2,1015.1,35.7,7.9,109,9.5,6,,2020-01-27T07:24:06,2020-01-27T18:02:44,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-28,73,50.1,58.5,73,50.1,58.5,48.5,72.5,0.242,100,20.83,rain,0,0,31.3,20.1,248.6,1012.6,49.4,8.2,123.6,10.7,6,,2020-01-28T07:23:37,2020-01-28T18:03:37,0.12,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-29,61.9,44,51.6,61.9,39.3,49.2,38.3,61.4,0,0,0,,0,0,24.8,16.7,352.8,1017.5,9.9,9.9,185.5,16.1,7,,2020-01-29T07:23:07,2020-01-29T18:04:30,0.16,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-30,49.8,42.4,47,47.6,37.6,42.8,40.4,77.9,0.001,100,4.17,rain,0,0,18.1,12.2,19.3,1019.5,88.2,9.4,48.7,4.2,2,,2020-01-30T07:22:35,2020-01-30T18:05:22,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-01-31,61,40.4,50,61,38.7,48.6,38.6,66.7,0,0,0,,0,0,18.3,10,353.6,1021.6,54.3,9.9,148.9,12.9,7,,2020-01-31T07:22:02,2020-01-31T18:06:15,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-01,73.8,35,52,73.8,31.9,50.9,32.9,56.5,0,0,0,,0,0,23,11.3,281.1,1024.2,18.7,9.9,183,15.8,7,,2020-02-01T07:21:27,2020-02-01T18:07:07,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-02,77.1,35.4,56.3,77.1,33.9,56,34.3,50.2,0,0,0,,0,0,28.3,18.1,196.3,1018.9,44.2,9.9,184,16,7,,2020-02-02T07:20:51,2020-02-02T18:07:59,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-03,73,54.4,64.3,73,54.4,64.3,56.1,75.4,0,0,0,,0,0,31.7,19.2,178.1,1009.9,65.9,9.9,56.6,4.9,3,,2020-02-03T07:20:13,2020-02-03T18:08:51,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-04,77.1,47.9,65,77.1,41.8,64.2,57.6,77.9,0,0,0,,0,0,29.6,23,50.6,1007.8,69.9,9.5,120.2,10.4,5,,2020-02-04T07:19:34,2020-02-04T18:09:42,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-05,46.9,35,41.1,39.4,26.5,32.8,34,76.2,0.01,100,4.17,"rain,snow",0,0,31.9,21.2,346.1,1011.3,96.4,8.3,49.6,4.4,2,,2020-02-05T07:18:54,2020-02-05T18:10:33,0.38,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-06,55,32.1,40.9,55,25.2,37.3,24.5,55.9,0.013,100,8.33,"rain,snow",0,0,26.2,15.5,312.6,1011.5,30,9.8,188.4,16.3,7,,2020-02-06T07:18:12,2020-02-06T18:11:24,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"KATT,KAUS,72064800230,KEDC,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-07,74.9,31.2,51.2,74.9,28.5,50.3,30,49.1,0,0,0,,0,0,30.3,17.2,239.8,1012.9,29.1,9.9,183.1,15.9,7,,2020-02-07T07:17:29,2020-02-07T18:12:15,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-08,69.1,38,54.8,69.1,33.3,53.7,42.7,64.9,0,0,0,,0,0,28.3,14.5,94.1,1019.7,60.4,9.9,113.8,10,5,,2020-02-08T07:16:45,2020-02-08T18:13:05,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-09,73,62.1,68.1,73,62.1,68.1,64.8,89.5,0.036,100,25,rain,0,0,29.2,18,165.6,1014.6,96.1,7.6,25.5,2,1,,2020-02-09T07:15:59,2020-02-09T18:13:55,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-10,71.7,48.7,58.7,71.7,42.6,57.7,55.2,88.2,0.21,100,25,rain,0,0,24.8,20.4,9,1014.1,91.2,5.8,19,1.5,1,,2020-02-10T07:15:12,2020-02-10T18:14:45,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-11,47.8,43.9,45.7,42.2,36.8,39.4,42.5,88.7,0.29,100,62.5,rain,0,0,25.1,15.6,4.2,1018,95.6,6.3,19.5,1.7,1,,2020-02-11T07:14:24,2020-02-11T18:15:34,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-12,57.6,43.4,48.2,57.6,38.6,45.9,43.7,85.1,0.781,100,33.33,rain,0,0,31.3,14.7,325.5,1013,58.4,8.3,97.3,8.4,4,,2020-02-12T07:13:35,2020-02-12T18:16:23,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-13,53,37.4,45.8,53,34,41.9,37.4,73.3,0,0,0,,0,0,28.9,18.6,13.6,1023.7,29.1,9.9,163.6,14,7,,2020-02-13T07:12:45,2020-02-13T18:17:12,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-14,57.9,30.3,42.7,57.9,23.7,39.6,33.2,71.2,0,0,0,,0,0,24.2,12.1,37.2,1029.2,12.1,9.9,199.9,17.3,7,,2020-02-14T07:11:53,2020-02-14T18:18:00,0.69,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-15,64.9,31.8,49.9,64.9,31.8,49.9,43.1,78.7,0,0,0,,0,0,23.5,15.3,184,1022.6,64.6,9.3,88.8,7.6,4,,2020-02-15T07:11:00,2020-02-15T18:18:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-16,75.9,45.7,60.2,75.9,45.7,60.2,53.8,80.6,0,0,0,,0,0,17.2,10.7,204.1,1015.5,65.4,9,117.6,10.2,5,,2020-02-16T07:10:06,2020-02-16T18:19:35,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-17,79,54.5,69,79,54.5,69,64,85.3,0.012,100,12.5,rain,0,0,24.4,15.3,194.7,1010.1,63.4,7.3,87.9,7.5,4,,2020-02-17T07:09:12,2020-02-17T18:20:22,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-18,72.7,50.1,63.3,72.7,50.1,63.3,58.9,85.8,0.042,100,20.83,rain,0,0,32.2,20.8,3.2,1015.4,89.8,6.7,30.2,2.6,2,,2020-02-18T07:08:16,2020-02-18T18:21:09,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-19,51,47.9,49.2,51,43,44.4,46.1,89.2,0.066,100,41.67,rain,0,0,21.9,18.5,12.8,1023.3,97.1,7.9,22.5,1.8,1,,2020-02-19T07:07:19,2020-02-19T18:21:55,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-20,51.2,44.4,47,51.2,36.8,41.4,41.5,81.7,0.342,100,58.33,rain,0,0,34.7,25.4,6.4,1028.8,71.6,7.7,33.9,2.7,2,,2020-02-20T07:06:21,2020-02-20T18:22:41,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-21,53.2,36,44.4,53.2,27.7,40.1,32.5,63.6,0,0,0,,0,0,21.9,16.4,17.9,1036.6,36.4,9.9,204.8,17.7,8,,2020-02-21T07:05:22,2020-02-21T18:23:27,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-22,63,38.8,51.6,63,38.8,51.5,38.5,62.9,0,0,0,,0,0,23,13,169.1,1027.5,62,9.9,181.3,15.6,7,,2020-02-22T07:04:22,2020-02-22T18:24:12,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-23,69.8,53.9,61.4,69.8,53.9,61.4,53.8,76.5,0,0,0,,0,0,27.7,19.3,165.7,1016.4,92.4,9.9,45.3,3.9,3,,2020-02-23T07:03:22,2020-02-23T18:24:56,0,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-24,70,48.5,63.2,70,47.8,63.2,49.3,64.7,0.001,100,4.17,rain,0,0,22.9,12.3,276.1,1010.4,59.3,9.7,117.3,10.1,4,,2020-02-24T07:02:20,2020-02-24T18:25:41,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-25,66.7,40.9,54.7,66.7,36.5,53.7,39.3,59.2,0,0,0,,0,0,31.1,19.9,356.2,1014.3,26.1,9.9,206,17.6,7,,2020-02-25T07:01:18,2020-02-25T18:26:25,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-26,55.1,34,46.6,55.1,30.4,42.5,23.9,42.1,0,0,0,,0,0,38.7,24.2,339.2,1029.2,40.1,9.9,216.4,18.6,8,,2020-02-26T07:00:15,2020-02-26T18:27:08,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-27,62.9,26.8,44.2,62.9,26.7,43.2,23.9,50.4,0,0,0,,0,0,19.5,9.8,213,1029.1,0,9.9,226.3,19.3,8,,2020-02-27T06:59:11,2020-02-27T18:27:51,0.14,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-28,73.1,32.7,52,73.1,26.9,51,29.6,46.7,0,0,0,,0,0,15.2,9.9,240.1,1027.6,38.8,9.8,212.1,18.2,8,,2020-02-28T06:58:07,2020-02-28T18:28:34,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-02-29,74.1,37.3,57,74.1,37.3,57,38.9,54.7,0,0,0,,0,0,33.9,22.4,173.8,1022.7,48.5,9.8,215.3,18.7,8,,2020-02-29T06:57:01,2020-02-29T18:29:17,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-03-01,76.9,55.3,64.8,76.9,55.3,64.8,57,77.1,0,0,0,,0,0,30,19,186.1,1012.9,65.5,9.9,106.8,9,5,,2020-03-01T06:55:56,2020-03-01T18:29:59,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-03-02,77,64.7,69.4,77,64.7,69.4,63.4,82.2,0,0,0,,0,0,23,13.5,188.2,1009.2,82.3,8.4,92.2,8,4,,2020-03-02T06:54:49,2020-03-02T18:30:41,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-03-03,74.8,60.6,68.8,74.8,60.6,68.8,63.9,85,0,0,0,,0,0,24,13.9,60.1,1008,71.9,6.3,62.8,5.6,2,,2020-03-03T06:53:42,2020-03-03T18:31:22,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-03-04,68,54,62.9,68,54,62.9,58.3,85.5,0.884,100,37.5,rain,0,0,34.3,22.3,18.2,1009.6,83,7.8,60.8,5.4,3,,2020-03-04T06:52:34,2020-03-04T18:32:03,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"2210 FM 973, Austin, TX 78725",2020-03-05,74.1,48.7,59.4,74.1,46.9,59.3,44.1,61.6,0,0,0,,0,0,30.2,17.3,347,1023.4,24.6,9.9,236.3,20.4,8,,2020-03-05T06:51:26,2020-03-05T18:32:44,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
