name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-11,59.2,38.1,51,59.2,38.1,49.5,39.5,66.1,0.219,100,12.5,rain,0,0,29.5,17.8,323,1018.8,40.6,9.9,137.1,11.8,6,,2020-01-11T07:28:19,2020-01-11T17:49:34,0.53,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"C9790,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-12,62.6,30.2,45.4,62.6,30.2,45.2,37.8,76.7,0,0,0,,0,0,19.9,10.9,174.9,1022.1,38.9,9.6,112.1,9.9,5,,2020-01-12T07:28:16,2020-01-12T17:50:24,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C9790,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-13,60.8,48.9,56.2,60.8,48.9,56.2,54.3,93.7,0.069,100,29.17,rain,0,0,9.8,4.5,74.8,1020.9,97.9,3.1,23,2,1,,2020-01-13T07:28:12,2020-01-13T17:51:15,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C9790,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-14,75.7,60,65.4,75.7,60,65.4,62.9,92,0.004,100,8.33,rain,0,0,19.7,9,159.2,1018.1,84.2,3.5,70.4,6,3,,2020-01-14T07:28:06,2020-01-14T17:52:05,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"C9790,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-15,81.5,67.9,73.1,83.2,67.9,73.3,66.8,82,0.01,100,8.33,rain,0,0,27.3,14.4,173.9,1017.2,82.3,7.3,80.8,6.9,5,,2020-01-15T07:27:59,2020-01-15T17:52:56,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C9790,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-16,70.1,56.9,62.5,70.1,56.9,62.5,60.2,92.1,0.347,100,29.17,rain,0,0,24.2,15,17.7,1023.3,92.1,5.7,21.4,1.9,1,,2020-01-16T07:27:50,2020-01-16T17:53:48,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C9790,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-17,60.1,51.7,56.4,60.1,51.7,56.4,54.2,92.2,0.104,100,37.5,rain,0,0,25.9,7.1,334.5,1021.8,91.7,6.1,30.5,2.5,1,,2020-01-17T07:27:39,2020-01-17T17:54:39,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-18,68.7,49.8,62.1,68.7,44.2,61.9,52.1,72.3,0.01,100,8.33,rain,0,0,29.1,18.9,3.8,1022.4,67.1,7.7,87.8,7.5,5,,2020-01-18T07:27:27,2020-01-18T17:55:31,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-19,57.5,38.6,47.8,57.5,33,43.5,24.8,41.6,0,0,0,,0,0,29.8,19.4,17,1032.1,14,9.9,164.4,14.1,7,,2020-01-19T07:27:12,2020-01-19T17:56:24,0.82,Clear,Clear conditions throughout the day.,clear-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-20,61.1,31.6,45.3,61.1,31.6,44.7,28.3,56.1,0,0,0,,0,0,14.1,8.1,23.7,1034.2,34.2,9.9,167.3,14.4,7,,2020-01-20T07:26:57,2020-01-20T17:57:16,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KAUS,72254013904,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-21,62.2,38.8,50.9,62.2,38.8,50.9,34.8,57.4,0,0,0,,0,0,27.5,16.6,145.5,1029.4,69.5,9.9,143,12.4,7,,2020-01-21T07:26:39,2020-01-21T17:58:08,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-22,58.6,47.6,53.6,58.6,42.8,52.6,51.2,91.9,0.904,100,83.33,rain,0,0,27.1,11.4,147,1016.8,94.8,5.3,15,1.4,1,,2020-01-22T07:26:20,2020-01-22T17:59:01,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-23,66.1,43.4,54.7,66.1,43.4,54.4,48.1,80.4,0.013,100,8.33,rain,0,0,25.3,15.6,352.2,1015.4,35,7.6,157.9,13.8,6,,2020-01-23T07:26:00,2020-01-23T17:59:54,0.96,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-24,67.2,38.4,51.1,67.2,36.3,50.6,36.4,63.9,0,0,0,,0,0,13.2,8.6,337.5,1020.8,7.3,9.6,170.9,14.9,7,,2020-01-24T07:25:37,2020-01-24T18:00:46,0,Clear,Clear conditions throughout the day.,clear-day,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-25,66.1,37,53,66.1,37,53,45.7,77.3,0.033,100,12.5,rain,0,0,25.9,17.3,173.9,1018.6,52.7,9.2,78.3,6.8,4,,2020-01-25T07:25:14,2020-01-25T18:01:39,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-26,77.2,49.4,62.8,77.2,47.3,62.8,51.7,71.7,0.015,100,8.33,rain,0,0,17.2,8.4,1.6,1015.1,31.1,7.1,174.5,15.1,7,,2020-01-26T07:24:48,2020-01-26T18:02:32,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-27,69,42.8,54.6,69,42.8,54.6,49.4,83.8,0,0,0,,0,0,19.9,11.4,140.4,1015.1,32.7,8.2,144.4,12.4,7,,2020-01-27T07:24:21,2020-01-27T18:03:24,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-28,72.9,49.9,58.5,72.9,46.8,58.4,48.4,72.4,0.244,100,16.67,rain,0,0,31.7,19.2,253.5,1012.7,53.5,8.1,152.1,13.2,7,,2020-01-28T07:23:53,2020-01-28T18:04:17,0.12,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-29,62.1,43.7,51.6,62.1,39.7,49.1,38.2,61.4,0,0,0,,0,0,25.7,15.9,350.2,1017.5,7.9,9.9,184.1,16,7,,2020-01-29T07:23:23,2020-01-29T18:05:09,0.16,Clear,Clear conditions throughout the day.,clear-day,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-30,49.8,42,46.8,47.2,37.4,42.8,40.4,78.5,0.002,100,4.17,rain,0,0,18.3,11,19.8,1019.5,90.9,9.4,48.9,4.4,2,,2020-01-30T07:22:51,2020-01-30T18:06:02,0.19,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-01-31,61.2,41.1,50.2,61.2,39.2,48.7,38.6,66.5,0,0,0,,0,0,18.1,9.7,353.3,1021.6,55.8,9.9,151.1,13,7,,2020-01-31T07:22:18,2020-01-31T18:06:54,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-01,73.9,35.9,52.3,73.9,32.4,51.2,32.8,55.6,0,0,0,,0,0,23,10.7,282.3,1024.2,16.3,9.9,186.8,16.1,7,,2020-02-01T07:21:44,2020-02-01T18:07:46,0.25,Clear,Clear conditions throughout the day.,clear-day,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-02,77.5,36.5,56.8,77.5,35.8,56.6,34,48.8,0,0,0,,0,0,27,17.9,199.7,1019,34.4,9.9,189.5,16.4,7,,2020-02-02T07:21:08,2020-02-02T18:08:38,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-03,72.8,54.9,64.2,72.8,54.9,64.2,56,75.2,0,0,0,,0,0,31.9,18,178.1,1010,65.1,9.9,81.1,7.1,4,,2020-02-03T07:20:30,2020-02-03T18:09:29,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-04,77.4,48.1,65.2,77.4,42.2,64.7,57.8,77.9,0,0,0,,0,0,29,21.7,52.5,1007.8,72.8,9.5,126.5,10.8,6,,2020-02-04T07:19:51,2020-02-04T18:10:20,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-05,47.2,34.9,41.1,40.1,26.5,33,34.2,76.6,0.008,100,4.17,"rain,snow",0,0,31.7,19.8,346.6,1011.3,96.9,8.4,56.5,4.9,2,,2020-02-05T07:19:11,2020-02-05T18:11:11,0.38,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-06,55.1,31.4,40.9,55.1,25.3,37.6,24.2,55.8,0.013,100,4.17,"rain,snow",0,0,30.5,14.8,312.4,1011.6,26.6,9.8,190.3,16.4,7,,2020-02-06T07:18:30,2020-02-06T18:12:02,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-07,74.8,31.4,51.5,74.8,31.4,51,29.7,48.3,0,0,0,,0,0,30.6,17.7,243,1012.9,23.5,9.9,191.5,16.5,7,,2020-02-07T07:17:47,2020-02-07T18:12:53,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-08,69.3,39.5,55.4,69.3,35.8,54.4,42.8,63.5,0,0,0,,0,0,28.2,13.5,93.8,1019.7,61.1,9.9,92.2,7.9,5,,2020-02-08T07:17:03,2020-02-08T18:13:43,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-09,72.9,62.1,67.9,72.9,62.1,67.9,64.8,90,0.049,100,29.17,rain,0,0,29.8,17.5,164.3,1014.7,97,7.5,26.9,2.3,1,,2020-02-09T07:16:17,2020-02-09T18:14:32,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-10,71.4,48.5,59,71.4,42.7,57.9,55.6,88.7,0.175,100,16.67,rain,0,0,25.3,17.6,12.9,1014.1,94.8,5.8,17.1,1.5,1,,2020-02-10T07:15:31,2020-02-10T18:15:22,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-11,47.9,43.9,45.7,42.7,37.2,39.5,42.6,89,0.235,100,75,rain,0,0,25.5,15.3,5.2,1018,97.4,6.5,22.7,1.9,1,,2020-02-11T07:14:43,2020-02-11T18:16:11,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-12,57.9,43.3,48.2,57.9,38.5,45.8,43.9,85.7,0.806,100,37.5,rain,0,0,30.6,14.6,328.4,1013,60.7,8.4,98.8,8.4,5,,2020-02-12T07:13:54,2020-02-12T18:17:00,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-13,53.3,38.3,46,53.3,33.9,42.1,37.5,73.2,0,0,0,,0,0,31.1,17.1,14,1023.6,24,9.9,206.2,17.7,8,,2020-02-13T07:13:04,2020-02-13T18:17:48,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-14,58,30.9,43.2,58,24.5,40.1,33.2,70.1,0,0,0,,0,0,24.2,11.4,38.2,1029.2,9.5,9.9,207,17.8,8,,2020-02-14T07:12:12,2020-02-14T18:18:36,0.69,Clear,Clear conditions throughout the day.,clear-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-15,65,32.7,50.2,65,32.7,50.2,43.2,78.2,0,0,0,,0,0,21.9,14,183.3,1022.6,63.5,9.3,90.5,7.7,5,,2020-02-15T07:11:20,2020-02-15T18:19:24,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-16,75.4,46.4,60.4,75.4,46.4,60.4,53.9,80.6,0,0,0,,0,0,17.2,9.9,209.7,1015.6,59.9,9.2,130.1,11.3,6,,2020-02-16T07:10:26,2020-02-16T18:20:11,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-17,79.1,55.8,69,79.1,55.8,69,64,85.1,0.01,100,8.33,rain,0,0,24.2,13.7,195.9,1010.2,65,7.4,104.6,9.1,5,,2020-02-17T07:09:32,2020-02-17T18:20:58,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-18,73.1,50.7,63.5,73.1,50.7,63.5,58.9,85,0.032,100,12.5,rain,0,0,32.2,19.8,7.1,1015.4,92.5,7.1,30.9,2.7,2,,2020-02-18T07:08:36,2020-02-18T18:21:44,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-19,51.2,47.8,49.2,51.2,43.2,45.5,46,88.7,0.075,100,41.67,rain,0,0,23.3,17,13.6,1023.3,98.2,8,24.8,2.2,1,,2020-02-19T07:07:39,2020-02-19T18:22:30,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-20,51,44.7,46.9,51,37.1,41.4,41.6,82.2,0.326,100,54.17,rain,0,0,34.6,23.3,6.9,1028.8,73.9,7.9,28.8,2.5,1,,2020-02-20T07:06:42,2020-02-20T18:23:16,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-21,53.5,35.8,44.5,53.5,27.8,40.4,32.6,63.7,0,0,0,,0,0,23.3,15.2,19.5,1036.7,27.9,9.9,213.4,18.5,8,,2020-02-21T07:05:43,2020-02-21T18:24:01,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-22,63.3,39.2,51.8,63.3,39.2,51.7,38.3,62.3,0,0,0,,0,0,22.1,13.2,168.8,1027.5,57.6,9.9,200,17.2,8,,2020-02-22T07:04:44,2020-02-22T18:24:46,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,C0133,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-23,70.2,54.1,61.6,70.2,54.1,61.6,53.9,76.2,0,0,0,,0,0,29.8,18.5,166,1016.4,93.4,9.9,52.2,4.7,2,,2020-02-23T07:03:43,2020-02-23T18:25:30,0,Overcast,Cloudy skies throughout the day.,cloudy,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-24,70.1,48.4,63.4,70.1,48.4,63.4,49.5,64.8,0.002,100,4.17,rain,0,0,22.6,11.8,284,1010.4,55.6,9.7,118.9,10.2,4,,2020-02-24T07:02:42,2020-02-24T18:26:14,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0637,C0133,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-25,66.8,41.7,54.9,66.8,38.1,54.2,39.2,58.7,0,0,0,,0,0,31.1,19.2,356.5,1014.3,23.4,9.9,213.2,18.5,8,,2020-02-25T07:01:40,2020-02-25T18:26:58,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,C9790,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-26,55,34.8,46.7,55,31.2,42.7,23.6,41.4,0,0,0,,0,0,38.3,23.5,339.4,1029.3,36.8,9.9,231.3,19.9,8,,2020-02-26T07:00:37,2020-02-26T18:27:41,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,C0133,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-27,63,27.1,44.5,63,25.2,43.8,23.5,49.3,0,0,0,,0,0,19.7,10.1,221.2,1029.1,0,9.9,235.9,20.3,8,,2020-02-27T06:59:34,2020-02-27T18:28:24,0.14,Clear,Clear conditions throughout the day.,clear-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-28,73.4,33.6,52.5,73.4,28.1,51.5,29.2,45.1,0,0,0,,0,0,14.5,9,254.6,1027.6,31.3,9.9,221,19,8,,2020-02-28T06:58:29,2020-02-28T18:29:07,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-02-29,74.5,37.5,57.2,74.5,37.5,57.2,38.7,54,0,0,0,,0,0,33.2,21.1,174.9,1022.7,39,9.9,216.5,18.6,8,,2020-02-29T06:57:24,2020-02-29T18:29:49,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-03-01,77,55.6,64.9,77,55.6,64.9,57,76.9,0,0,0,,0,0,29.4,17.4,186.2,1013,61.9,9.9,126.4,10.9,7,,2020-03-01T06:56:19,2020-03-01T18:30:31,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,C0133,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-03-02,77.2,65,69.4,77.2,65,69.4,63.4,82,0,0,0,,0,0,23,12.2,186.1,1009.3,79.9,8.6,83.2,7.2,4,,2020-03-02T06:55:13,2020-03-02T18:31:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,C0133,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-03-03,74.8,61.3,68.9,74.8,61.3,68.9,63.8,84.2,0,0,0,,0,0,23.7,13.9,56.8,1008,74,6.7,58.7,4.8,2,,2020-03-03T06:54:06,2020-03-03T18:31:54,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,C0133,C9790,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-03-04,68,54,62.9,68,54,62.9,58.4,85.4,0.937,100,37.5,rain,0,0,34.1,21.8,15.6,1009.7,87.2,7.8,56.9,5,3,,2020-03-04T06:52:58,2020-03-04T18:32:35,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0637,72253912979,KATT,KAUS,KRET2,72254013904,72254413958,KHYI"
"12200 Carl Rd, Creedmoor, TX 78610",2020-03-05,74.3,48.4,59.4,74.3,46.3,59.3,44.2,61.8,0,0,0,,0,0,29.1,15.7,347,1023.5,22.7,9.9,241.7,20.8,9,,2020-03-05T06:51:50,2020-03-05T18:33:15,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0637,72253912979,KATT,KAUS,72254013904,72254413958,KHYI"
